"profession","salary_min","salary_max","salary_unit","salary_paytime","company_name","location","start_date","telephone","email","job_description","ref_no","external_link","application_link"
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Freizeitweg 4, 75050 Gemmingen","2026-08-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-3911-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p14/ausbildung-zum-verkaeufer-m-w-d/gemmingen/freizeitweg-4/3911?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P14-L3911"
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Brühlstr. 5, 78247 Hilzingen","2026-09-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-4242-A2026-S",NULL,NULL
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Hauptstr. 39, 78239 Rielasingen-Worblingen","2026-09-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-5261-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p14/ausbildung-zum-verkaeufer-m-w-d/rielasingen-worblingen/hauptstr-39/5261?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P14-L5261"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Im Kleinfeldele 4, 79359 Riegel, Kaiserstuhl","2026-09-01","[]","[]","Der Kunde steht im Mittelpunkt
Freundliche Beratung und der tägliche Service für unsere Kunden sind für Kaufleute im Einzelhandel selbstverständlich. Als Auszubildender solltest du daher kontaktfreudig sein und dich auf eine abwechslungsreiche und vielseitige Tätigkeit freuen. Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Kaufmann im Einzelhandel (m/w/d).Du machst bereits eine zweijährige Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel in einem anderen Unternehmen? Dann kannst du dich bei uns auch gerne nur für das dritte Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) bewerben.
  Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Du erhältst Einblicke in verschiedene Bereiche wie Bestellabwicklung, Bestandsüberwachung oder Kundenberatung
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-15-3058-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p15/ausbildung-zum-kaufmann-im-einzelhandel-m-w-d/riegel/im-kleinfeldele-4/3058?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P15-L3058"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Rheingaustr. 44, 65201 Wiesbaden","2026-08-01","[]","[]","Der Kunde steht im Mittelpunkt
Freundliche Beratung und der tägliche Service für unsere Kunden sind für Kaufleute im Einzelhandel selbstverständlich. Als Auszubildender solltest du daher kontaktfreudig sein und dich auf eine abwechslungsreiche und vielseitige Tätigkeit freuen. Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Kaufmann im Einzelhandel (m/w/d).Du machst bereits eine zweijährige Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel in einem anderen Unternehmen? Dann kannst du dich bei uns auch gerne nur für das dritte Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) bewerben.
  Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Du erhältst Einblicke in verschiedene Bereiche wie Bestellabwicklung, Bestandsüberwachung oder Kundenberatung
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-15-3516-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p15/ausbildung-zum-kaufmann-im-einzelhandel-m-w-d/wiesbaden/rheingaustr-44/3516?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P15-L3516"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Bahnhofstr. 32, 64747 Breuberg","2026-09-01","[]","[]","Der Kunde steht im Mittelpunkt
Freundliche Beratung und der tägliche Service für unsere Kunden sind für Kaufleute im Einzelhandel selbstverständlich. Als Auszubildender solltest du daher kontaktfreudig sein und dich auf eine abwechslungsreiche und vielseitige Tätigkeit freuen. Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Kaufmann im Einzelhandel (m/w/d).Du machst bereits eine zweijährige Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel in einem anderen Unternehmen? Dann kannst du dich bei uns auch gerne nur für das dritte Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) bewerben.
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Du erhältst Einblicke in verschiedene Bereiche wie Bestellabwicklung, Bestandsüberwachung oder Kundenberatung
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-15-3925-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p15/ausbildung-zum-kaufmann-im-einzelhandel-m-w-d/breuberg/bahnhofstr-32/3925?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P15-L3925"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Fuhrenkamp 3, 29699 Walsrode","2026-08-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-2181-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/bomlitz/fuhrenkamp-3/2181?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L2181"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Celler Str. 8, 29348 Eschede","2026-08-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-2210-A2026-S",NULL,NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Braunschw. Heerstr. 59, 29221 Celle","2026-08-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-2326-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/celle/braunschw-heerstr-59/2326?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L2326"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Lüneburger Str. 42-46, 29614 Soltau","2026-08-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-2332-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/soltau/lueneburger-str-42-46/2332?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L2332"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Schafstallweg 3, 29336 Nienhagen bei Celle","2026-08-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-2359-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/nienhagen/schafstallweg-3/2359?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L2359"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Quintusstr. 58, 29664 Walsrode","2026-08-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-2409-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/walsrode/quintusstr-58/2409?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L2409"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Im Kleinfeldele 4, 79359 Riegel, Kaiserstuhl","2026-09-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-3058-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/riegel/im-kleinfeldele-4/3058?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L3058"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Breisacher Str. 38a, 79331 Teningen","2026-09-01","[]","[]","Führe eine unserer Filialen zum Erfolg
Du möchtest mehr erreichen und Verantwortung übernehmen – auch ohne Studium? Dann ist unsere Fachausbildung zum Marktleiter (m/w/d) genau das Richtige für dich. In 2 bis 2,5 Jahren erwirbst du den IHK-Abschluss Kaufmann im Einzelhandel. Anschließend bereiten wir dich mit einer internen Weiterbildung auf deinen Job als Marktleiter (m/w/d) in einer unserer Filialen vor.Am Ende deiner Ausbildung kannst du einen Netto Markt eigenständig führen. Das Gehalt eines stellvertretenden Marktleiters erhältst du bereits während der internen Weiterbildung!
Das sind deine Aufgaben
Du berätst Kunden bei ihrem Einkauf
Du bestellst Waren, nimmst sie an und zeichnest sie aus
Du sorgst dafür, dass immer genug Waren im Markt sind
Du organisierst den Einsatz des Personals in deinem Markt
Du übernimmst Tages- und Urlaubsvertretungen
Das bringst du mit
Die Arbeit mit Lebensmitteln macht dir Spaß
Du hast gerne Kontakt zu Menschen
Du kannst dir gut vorstellen, ein Team zu leiten
Du möchtest gerne schon früh Verantwortung übernehmen
Du kannst gut organisieren
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Du erhältst Einblicke in verschiedene Bereiche bei Netto
Du erhältst bei besonders guten Leistungen eine Übernahmegarantie
Während deiner internen Weiterbildung erhältst du bereits das Gehalt eines stellvertretenden Marktleiters
Information und Bewerbung
Ausbildungsdauer: 2,5 - 3 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: gute mittlere Reife oder Fachhochschulreife, Allgemeine Hochschulreife","18279-16-5638-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p16/fachausbildung-zum-marktleiter-m-w-d/teningen-nimburg/breisacher-str-38a/5638?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P16-L5638"
